,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3,school_GP,school_MS,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other
445,1,15,0,0,1,1,1,4,2,0,0,1,0,1,1,1,0,1,5,4,5,2,4,4,8,9,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
446,1,15,1,1,1,3,3,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,0,11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
447,1,17,0,0,1,2,1,3,1,0,0,0,0,1,1,0,0,1,5,5,5,5,5,3,8,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
448,0,16,0,0,1,4,4,2,3,0,0,0,0,1,1,1,1,1,4,2,2,1,1,4,6,17,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
449,0,15,0,0,1,1,2,2,1,0,0,0,0,0,1,1,0,0,5,1,2,1,1,1,3,13,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
450,0,16,0,0,1,2,3,3,2,0,0,1,0,0,1,1,1,0,4,5,4,1,2,1,2,15,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
451,1,16,0,0,1,1,2,2,2,0,0,0,0,0,1,1,0,0,4,3,3,1,1,5,0,11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
452,0,16,0,0,1,2,2,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,4,11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
453,0,16,1,0,1,1,2,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,0,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
454,0,16,1,0,1,1,2,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,3,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
455,0,15,1,0,1,2,1,1,2,0,1,1,0,0,0,1,1,0,4,4,2,3,3,2,0,9,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
456,0,16,1,0,1,1,1,1,2,0,0,1,0,0,0,1,0,1,5,4,3,2,1,2,0,15,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
457,1,17,0,1,1,1,2,1,1,0,0,1,0,1,1,1,1,0,5,5,5,5,5,3,4,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
458,0,16,0,0,1,1,1,4,4,0,0,1,0,0,0,1,1,0,4,3,2,1,1,1,0,13,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
459,0,16,0,0,1,1,1,4,3,0,1,1,0,0,1,1,0,0,4,4,3,1,1,5,2,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
460,0,15,0,0,1,1,1,2,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,2,1,11,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
461,0,16,0,0,1,1,1,2,1,0,0,0,0,1,1,1,1,1,4,2,2,4,3,2,0,14,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
462,0,15,0,0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,4,2,1,1,2,2,0,14,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
463,0,15,0,1,1,2,2,1,3,0,1,1,0,0,1,1,0,0,4,4,3,2,2,5,2,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
464,1,16,0,0,1,1,1,2,1,0,0,0,0,1,1,1,0,0,3,4,4,3,4,5,6,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
465,0,18,1,0,1,1,2,1,2,1,0,1,0,1,1,1,1,1,3,4,4,2,3,5,9,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
466,1,15,1,0,1,3,1,2,1,0,0,1,0,0,1,1,0,0,3,2,3,1,3,4,0,11,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
467,0,16,0,0,1,2,2,3,2,0,0,1,0,1,1,1,1,0,5,3,4,1,1,2,1,14,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
468,1,15,1,0,1,2,2,3,1,0,0,0,0,0,1,1,0,0,4,3,3,1,2,4,1,13,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
469,1,16,1,0,1,4,4,1,2,0,0,1,0,1,1,1,0,1,4,3,1,1,1,3,0,13,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
470,0,15,0,0,1,3,3,1,2,0,0,1,0,0,1,1,1,1,4,5,4,1,1,1,4,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
471,0,16,0,0,1,2,2,2,2,1,0,1,0,1,0,1,0,0,4,4,4,2,3,5,2,12,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
472,0,16,0,1,1,2,2,3,1,0,0,1,0,1,1,1,0,1,4,3,2,1,1,4,0,16,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
473,1,16,1,1,1,2,1,2,1,0,0,1,0,1,1,1,1,0,2,4,3,2,3,4,4,10,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
474,1,15,0,1,1,1,3,3,1,0,0,1,0,1,1,1,1,0,4,2,4,3,5,3,2,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
475,0,15,1,0,1,2,2,2,3,0,0,1,0,1,1,1,0,0,5,3,2,1,1,4,0,14,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
476,0,16,0,1,1,2,1,1,1,0,0,1,0,0,1,1,1,1,5,4,3,1,1,5,2,8,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
477,1,15,1,0,1,3,3,2,1,0,0,1,0,1,0,1,1,0,4,3,3,2,4,3,11,11,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
478,0,16,0,0,1,1,1,2,2,3,1,1,0,0,1,1,0,0,3,4,3,1,1,1,0,8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
479,0,17,1,0,1,2,2,1,1,0,0,1,0,1,1,0,0,0,4,5,3,1,1,5,4,10,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
480,0,19,1,0,1,2,3,1,1,1,0,0,0,0,1,0,1,1,4,4,4,1,1,2,0,10,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
481,0,17,0,0,1,2,1,3,1,0,0,1,0,1,1,0,0,1,5,5,3,1,1,3,2,11,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
482,0,15,0,1,1,1,1,2,1,0,0,1,0,0,1,0,0,1,5,2,1,1,3,4,0,9,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
483,0,16,0,0,1,2,2,3,2,0,0,1,0,0,1,0,1,0,3,4,5,1,2,1,1,11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
484,0,16,1,1,0,2,2,1,1,0,0,1,0,0,1,0,0,0,4,3,4,1,2,1,6,8,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
485,0,17,0,0,1,2,2,2,2,0,0,1,0,0,1,1,1,0,4,3,5,1,2,4,0,11,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
486,0,16,1,0,1,2,2,1,1,1,0,1,1,1,0,1,1,0,4,4,3,1,4,3,1,10,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
487,0,18,0,1,0,3,2,2,3,2,0,1,0,0,0,0,0,1,3,3,2,1,1,2,6,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
488,0,19,1,0,1,1,1,1,3,1,0,0,0,1,1,0,0,1,5,3,1,1,1,3,6,9,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
489,1,18,0,0,1,1,1,2,1,1,0,0,0,1,1,0,1,0,4,4,3,3,4,4,0,10,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
490,0,18,0,0,1,1,1,2,1,1,0,0,0,0,0,0,1,1,3,2,3,1,1,2,4,10,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
491,0,19,1,0,1,1,1,2,2,1,0,1,0,0,1,1,1,1,1,1,4,4,1,1,12,9,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
492,0,16,0,0,0,2,2,1,2,0,0,0,0,0,0,1,0,1,3,3,2,1,1,3,2,10,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
493,0,17,1,0,1,0,1,2,1,0,0,0,0,1,0,1,0,0,2,4,4,3,5,5,5,10,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
494,0,16,0,1,1,1,2,1,2,0,0,0,0,1,1,0,1,0,4,4,5,1,3,3,0,9,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
495,0,16,1,0,1,3,3,1,1,0,0,0,0,1,1,0,1,1,4,5,4,1,1,4,0,13,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
496,0,16,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,4,4,2,2,4,2,14,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
497,1,17,1,0,1,3,3,2,4,1,0,1,1,1,1,1,0,0,5,4,5,3,4,5,0,10,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
498,0,16,1,0,1,2,1,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,0,14,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
499,0,16,1,0,1,2,2,1,1,0,0,1,1,1,1,1,0,1,4,2,5,1,2,5,0,16,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
500,1,17,1,0,1,1,2,1,1,1,0,1,0,1,1,0,1,1,5,3,5,5,5,1,12,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
501,1,16,1,1,1,4,3,1,1,0,0,0,0,1,1,1,1,0,4,2,5,1,5,5,8,13,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
502,1,17,0,1,1,2,2,3,4,1,0,1,0,0,1,1,0,0,1,3,5,3,5,3,2,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
503,0,16,1,0,1,1,1,1,4,0,1,1,0,1,1,1,1,0,2,2,1,1,1,5,0,14,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
504,0,19,1,1,1,2,2,1,3,0,0,0,0,0,1,1,1,1,5,4,5,1,1,1,0,13,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
505,0,17,0,0,1,1,1,2,1,0,0,1,0,1,0,1,1,1,4,4,5,1,2,5,0,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
506,0,20,1,0,1,3,3,2,2,1,0,0,0,1,1,1,1,1,3,3,4,2,4,3,8,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
507,0,17,1,1,1,1,1,1,3,0,0,1,0,0,1,1,0,1,4,3,3,1,1,3,0,10,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
508,1,17,0,0,1,2,2,3,1,1,0,1,0,0,0,1,1,0,4,4,5,1,2,5,0,9,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
509,0,16,0,1,1,1,1,3,2,0,0,1,0,0,1,1,0,0,5,3,2,1,1,1,0,18,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
510,0,17,0,0,1,2,2,2,2,0,0,1,0,1,1,1,0,0,5,3,2,1,1,1,0,17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
511,0,17,1,0,0,1,0,2,2,0,0,0,0,0,1,1,1,1,4,4,5,1,1,4,1,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
512,0,18,0,0,1,1,1,1,2,1,0,1,0,0,1,1,1,1,4,3,2,1,1,5,9,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
513,0,16,1,0,1,3,1,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,1,0,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
514,0,16,1,0,1,3,2,1,1,0,0,0,0,0,1,1,1,0,3,1,3,1,4,3,2,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
515,0,18,1,1,1,1,1,2,2,0,1,0,0,0,1,1,0,0,2,3,5,1,4,3,8,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
516,0,16,0,0,1,4,4,1,2,0,0,0,0,1,0,1,1,1,4,3,3,2,3,2,0,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
517,0,16,0,1,1,1,2,2,1,0,0,0,0,1,1,1,1,0,5,4,5,1,4,2,0,15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
518,0,18,1,0,0,2,4,1,2,1,0,1,0,0,1,1,1,0,2,3,2,1,3,1,8,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
519,1,16,0,0,1,2,1,2,2,0,0,0,0,1,1,1,1,0,5,2,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
520,0,16,1,1,1,1,1,3,2,0,0,1,0,0,1,1,1,0,4,3,2,1,3,5,6,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
521,0,16,0,0,1,2,3,2,2,0,0,1,0,1,1,1,1,0,3,3,3,1,1,2,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
522,0,16,1,0,1,4,4,1,2,0,0,1,0,0,1,1,1,1,4,3,4,1,2,3,4,8,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
523,1,18,1,1,1,4,4,1,4,0,0,1,0,1,1,0,1,1,5,5,5,5,5,5,2,6,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
524,0,16,0,1,1,3,4,3,2,0,0,1,0,0,0,1,0,0,4,2,1,1,1,2,2,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
525,1,17,1,1,1,4,4,1,3,0,0,1,0,0,1,1,1,0,4,4,3,1,2,5,0,16,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
526,0,17,0,0,1,4,1,1,1,0,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1,14,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
527,1,16,1,1,1,2,2,4,3,0,0,0,0,0,1,1,0,0,5,1,3,2,2,3,0,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
528,0,17,0,0,1,2,2,1,1,0,0,1,1,0,1,1,1,0,5,1,3,1,2,5,5,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
529,0,16,1,1,1,4,4,2,1,0,0,1,0,0,1,1,0,0,5,1,3,1,2,5,1,11,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
530,1,17,1,0,1,3,3,1,1,0,0,1,0,1,1,1,1,0,4,1,4,5,5,3,8,9,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
531,1,17,1,0,1,1,1,3,2,0,0,0,0,0,1,1,1,1,5,1,3,3,3,1,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
532,1,16,1,0,1,2,1,2,2,0,0,0,0,0,0,1,1,1,4,2,2,1,4,5,2,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
533,0,16,1,1,1,2,1,1,2,0,0,0,0,0,1,1,1,1,3,2,2,1,1,3,0,16,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
534,1,16,1,1,1,4,4,1,1,0,0,1,0,0,1,1,1,0,4,1,2,2,5,5,0,12,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
535,1,15,0,0,1,1,2,3,2,0,0,1,0,1,1,1,0,0,5,5,5,1,3,5,11,10,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
536,1,15,1,1,0,2,2,3,4,0,0,1,0,1,1,1,0,0,5,4,5,2,3,5,8,14,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
537,1,15,1,1,0,2,1,1,1,0,0,0,0,1,1,1,1,0,4,3,3,1,2,5,11,12,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
538,0,16,0,1,1,2,2,1,3,0,0,1,0,0,0,1,0,1,4,3,3,2,2,5,2,11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
539,0,16,1,1,1,4,1,2,2,0,0,1,0,1,1,1,1,0,1,2,4,2,2,1,8,10,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
540,0,17,1,0,1,3,2,2,1,0,0,0,0,0,1,1,0,1,4,3,3,2,2,1,5,11,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
541,0,17,0,0,1,2,2,2,2,0,1,0,1,0,1,1,0,0,5,1,3,1,1,5,0,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
542,0,16,1,0,1,4,4,2,3,0,0,1,0,0,1,1,1,1,5,3,5,1,4,5,1,12,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
543,1,17,0,0,1,4,4,3,1,3,0,0,0,1,1,1,1,1,3,3,3,1,3,5,2,8,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
544,1,17,0,1,1,1,3,2,1,0,0,0,0,1,1,1,0,1,5,1,2,3,3,5,2,12,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
545,1,17,1,0,1,3,4,1,2,1,0,1,0,1,0,1,1,1,5,4,4,3,4,5,8,8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
546,0,17,1,0,1,4,4,1,2,0,0,1,0,0,1,1,1,0,5,2,5,1,1,5,0,16,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
547,1,16,0,1,1,4,1,1,1,0,0,0,0,0,1,1,1,0,4,1,2,2,1,2,0,11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
548,0,17,1,0,0,1,1,1,2,0,0,0,0,1,1,1,1,1,4,5,5,1,2,3,2,11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
549,0,17,0,0,1,4,2,2,2,0,1,1,0,0,0,1,1,0,4,3,3,2,3,5,0,18,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
550,1,16,1,1,0,2,2,2,2,0,0,1,0,0,0,1,1,1,4,1,2,2,2,5,0,13,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
551,1,17,1,0,1,3,2,2,2,0,0,1,1,0,1,1,1,0,4,1,2,2,2,1,0,13,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
552,1,19,1,0,1,1,1,1,2,2,0,1,0,1,1,0,1,0,4,4,3,3,4,4,2,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
553,1,17,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,4,1,2,1,1,5,4,12,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
554,0,17,0,0,1,1,1,2,1,0,0,1,0,1,1,0,1,1,3,5,5,2,2,4,3,10,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
555,0,16,0,0,1,1,2,1,3,0,1,1,0,0,0,1,1,1,4,3,4,1,1,3,5,13,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
556,1,16,0,1,1,1,2,1,1,0,0,0,0,0,1,1,0,0,4,4,4,2,4,5,4,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
557,0,17,0,0,1,3,1,2,2,3,0,1,0,1,0,1,1,1,5,4,4,1,1,5,2,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
558,1,17,0,0,1,2,2,2,1,0,0,0,0,1,1,0,0,1,5,5,5,3,5,5,0,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
559,1,18,0,0,1,1,0,3,1,1,1,1,0,0,1,1,0,0,4,3,2,1,1,4,0,13,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
560,1,17,0,0,1,1,1,2,1,0,0,1,0,1,0,1,1,1,4,5,5,1,3,2,0,10,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
561,1,18,1,1,1,1,1,2,2,0,0,1,0,1,1,1,0,0,4,3,3,1,4,5,6,10,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
562,0,16,0,1,1,2,2,1,2,0,0,0,0,1,1,1,0,1,5,4,3,1,1,1,0,12,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
563,1,17,1,0,1,2,2,1,1,1,0,0,0,1,1,1,0,1,1,2,1,2,3,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
564,1,16,0,0,1,3,2,2,1,0,0,0,0,0,1,1,1,0,4,5,5,2,3,5,2,10,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
565,1,16,0,1,1,1,1,2,1,0,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0,9,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
566,1,18,0,0,1,1,1,2,1,1,0,1,0,0,1,0,1,1,5,3,3,2,3,5,2,9,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
567,1,18,0,0,1,3,2,1,1,1,0,0,0,0,1,0,1,0,2,3,1,2,2,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
568,1,19,1,0,1,3,2,2,1,3,0,0,0,1,1,1,0,0,3,2,1,1,1,3,4,9,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
569,1,18,1,0,1,3,3,1,2,2,0,1,0,1,1,0,1,0,4,4,5,1,3,3,9,8,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
570,1,16,0,0,1,2,2,2,1,0,0,1,0,1,1,1,1,1,5,4,3,2,4,4,6,8,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
571,1,19,1,0,1,2,1,2,1,3,0,0,0,1,0,0,1,1,4,4,3,1,3,5,4,9,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
572,0,16,1,0,0,3,2,2,2,2,0,1,0,1,1,1,0,1,2,5,5,1,1,1,8,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
573,0,17,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,4,3,2,1,2,5,9,10,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
574,1,20,0,0,1,1,1,2,1,1,0,1,0,0,1,0,1,1,4,4,3,2,4,4,12,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
575,0,18,0,0,0,4,3,1,1,0,0,1,0,0,1,1,1,0,5,4,4,3,4,2,8,10,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
576,1,18,0,0,1,3,2,2,1,0,0,1,0,0,0,1,1,0,2,5,5,5,5,5,8,11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
577,1,19,0,0,1,1,1,3,2,1,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,11,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
578,1,17,1,0,1,3,3,2,2,1,0,1,0,0,1,1,1,0,4,5,4,2,3,3,4,10,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
579,1,18,1,1,1,1,3,1,1,0,0,0,0,0,1,0,1,1,4,3,3,2,3,3,0,9,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
580,1,19,0,0,1,1,1,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,10,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
581,0,18,1,0,0,1,2,2,2,2,0,1,0,0,1,1,0,0,4,3,3,1,1,5,2,8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
582,0,19,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,4,4,1,1,5,0,7,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
583,0,18,0,0,1,2,2,2,1,1,0,0,0,0,1,0,1,1,5,5,5,1,1,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
584,0,17,0,0,1,0,0,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,11,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
585,0,17,0,1,0,3,1,2,3,0,0,1,1,0,1,0,0,0,4,2,3,2,2,3,5,8,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
586,0,17,1,0,1,4,2,1,2,0,1,1,0,1,1,1,1,0,5,5,5,1,3,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
587,0,18,0,1,1,2,2,1,2,1,0,1,0,1,1,1,1,0,2,3,3,1,2,4,3,8,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
588,0,17,1,0,1,4,1,1,1,0,0,1,0,0,1,1,0,1,3,2,2,1,1,5,0,9,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
589,0,17,1,1,1,1,2,1,1,0,0,0,0,0,1,1,1,0,5,5,1,1,1,3,0,10,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
590,0,18,1,0,1,1,1,3,2,2,0,0,0,1,1,1,0,1,3,4,4,2,2,5,3,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
591,0,18,1,0,1,2,2,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,1,1,2,14,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
592,0,17,1,0,1,3,3,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,4,0,13,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
593,0,18,1,1,0,1,2,2,2,0,0,0,0,0,1,1,1,0,4,4,3,1,2,4,0,14,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
